agency_cd	site_no	station_nm
USGS	02310710	HOMOSASSA R AT COFFIN POINT NEAR HOMOSASSA FL
USGS	02310712	HOMOSASSA RIVER AT SHELL ISLAND NEAR HOMOSASSA FL
USGS	02310740	SARAGASSA CANAL AT CRYSTAL RIVER FL
USGS	02310742	CRYSTAL RIVER AT MOUTH OF KINGS BAY FL
USGS	02310743	HUNTER SPR RUN AT BEACH LANE AT CRYSTAL RIVER FL
USGS	02310747	CRYSTAL RIVER AT BAGLEY COVE NEAR CRYSTAL RIVER FL
USGS	02310750	CRYSTAL RIVER NEAR CRYSTAL RIVER FL
USGS	02310752	SALT RIVER NEAR CRYSTAL RIVER FL
USGS	02310800	WITHLACOOCHEE RIVER NR EVA, FLA.
USGS	02310900	PONY CREEK NR POLK CITY, FLA.
USGS	02310947	WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FL
USGS	02311000	WITHLACOOCHEE-HILLSBOROUGH OVFLO NEAR RICHLAND, FL
USGS	02311500	WITHLACOOCHEE RIVER NEAR DADE CITY, FL
USGS	02312000	WITHLACOOCHEE RIVER AT TRILBY, FL
USGS	02312180	LITTLE WITHLACOOCHEE RIVER NEAR TARRYTOWN, FL
USGS	02312200	LITTLE WITHLACOOCHEE RIVER AT RERDELL, FL
USGS	02312300	WITHLACOOCHEE RIVER AT RITAL FL
USGS	02312500	WITHLACOOCHEE RIVER AT CROOM, FL
USGS	02312558	WITHLACOOCHEE RIVER AT NOBLETON, FL
USGS	02312598	WITHLACOOCHEE RIVER NR PINEOLA, FL
USGS	02312600	WITHLACOOCHEE RIVER NEAR FLORAL CITY, FL
USGS	02312632	JUMPER CK CANAL NR BEVILLES CORNER, FL
USGS	02312635	JUMPER CREEK NR SUMTERVILLE, FL
USGS	02312640	JUMPER CREEK CANAL NEAR BUSHNELL, FL
USGS	02312645	JUMPER CREEK CANAL NEAR WAHOO, FL
USGS	02312667	SHADY BROOK NEAR SUMTERVILLE, FL
USGS	02312675	LITTLE JONES CREEK NEAR RUTLAND, FL.
USGS	02312690	CHITTY CHATTY CREEK NR WILDWOOD, FLA.
USGS	02312700	OUTLET RIVER AT PANACOOCHEE RETREATS, FL
USGS	02312720	WITHLACOOCHEE RIVER AT WYSONG DAM, AT CARLSON, FL
USGS	02312722	WITHLACOOCHEE RIVER NR RUTLAND, FL
USGS	02312762	WITHLACOOCHEE RIVER NEAR INVERNESS, FL
USGS	02312764	GUM SPRINGS NEAR HOLDER, FL
USGS	02312772	LESLIE HEIFNER CANAL NR FLORAL CITY, FL
USGS	02312786	THE ORANGE STATE CANAL NR FLORAL CITY, FLA.
USGS	02312975	TSALA APOPKA OUTFALL CANAL AT S-353 NR HERNANDO FL
USGS	02313000	WITHLACOOCHEE RIVER NEAR HOLDER, FL
USGS	02313098	RAINBOW RIVER NEAR DUNNELLON, FL
USGS	02313100	RAINBOW RIVER AT DUNNELLON, FL
USGS	02313200	WITHLACOOCHEE RIVER AT DUNNELLON, FL
USGS	02313230	WITHLACOOCHEE R AT INGLIS DAM NEAR DUNNELLON, FL
USGS	02313237	BARGE CANAL AT INGLIS LOCK NR INGLIS, FLA.
USGS	02313250	WITHLACOOCHEE R BYPASS CHANNEL NR INGLIS FLA
USGS	02313267	WITHLACOOCHEE RIVER AT YANKEETOWN FL
USGS	02313269	WITHLACOOCHEE RIVER NEAR YANKEETOWN FL
USGS	02313272	WITHLACOOCHEE R AT CHAMBERS IS NEAR YANKEETOWN FL
USGS	02313274	WITHLACOOCHEE R AT BUNGALOW PASS AT PORT INGLIS FL
USGS	02313500	WACCASASSA RIVER NR OTTER CREEK, FLA.
USGS	02313700	WACCASASSA RIVER NR GULF HAMMOCK, FLA.
USGS	02314000	OTTER CREEK AT OTTER CREEK, FLA.
USGS	02314200	TENMILE CREEK AT LEBANON STATION, FLA.
USGS	02314986	ROCKY CREEK NR BELMONT,FLA.
USGS	02315000	SUWANNEE R NR BENTON FLA
USGS	02315005	HUNTER CREEK NEAR BELMONT FLA
USGS	02315200	DEEP CREEK NR SUWANNEE VALLEY FL
USGS	02315392	ROBINSON CR NR SUWANNEE VALLEY  FL
USGS	02315500	SUWANNEE RIVER AT WHITE SPRINGS, FLA.
USGS	02315520	SWIFT CREEK AT FACIL FLA
USGS	02315550	SUWANNEE RIVER AT SUWANNEE SPRINGS FLA
USGS	02315620	HOLTON SPRINGS NEAR FT. UNION,FL
USGS	02315626	ALAPAHA RISE ABOVE SW 68TH DRIVE NEAR JASPER, FL
USGS	02317620	ALAPAHA RIVER NEAR JENNINGS FLA
USGS	02319000	WITHLACOOCHEE RIVER NEAR PINETTA, FLA.
USGS	02319300	WITHLACOOCHEE RIVER NR MADISON FLA
USGS	02319302	MADISON BLUE SPRING NR BLUE SPRINGS, FL
USGS	02319394	WITHLACOOCHEE RIVER NR LEE, FLA
USGS	02319500	SUWANNEE RIVER AT ELLAVILLE, FLA
USGS	02319520	FALMOUTH SPRING AT FALMOUTH, FL
USGS	02319800	SUWANNEE RIVER AT DOWLING PARK, FLORIDA
USGS	02319950	BLUE SPRINGS NEAR DELL,FL
USGS	02320000	SUWANNEE RIVER AT LURAVILLE, FLA.
USGS	02320250	TROY SPRING NEAR BRANFORD FLA
USGS	02320500	SUWANNEE RIVER AT BRANFORD, FLA.
USGS	02320700	SANTA FE RIVER NEAR GRAHAM, FLA.
USGS	02321000	NEW RIVER NR LAKE BUTLER FLA
USGS	02321500	SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.
USGS	02321700	SWIFT CREEK NR LAKE BUTLER FLA
USGS	02321800	OLUSTEE CREEK NR PROVIDENCE FLA
USGS	02321898	SANTA FE RIVER AT O'LENO STATE PARK FLA
USGS	02321900	PARENERS BRANCH NEAR BLAND, FL.
USGS	02321958	SANTA FE RIVER AT RIVER RISE NR HIGH SPRINGS, FL
USGS	02321975	SANTA FE RIVER AT US HWY 441 NEAR HIGH SPRINGS,FL.
USGS	02322000	SANTA FE RIVER NR HIGH SPRINGS
USGS	02322016	BLUES CREEK NEAR GAINSVILLE, FL
USGS	02322049	BAD DOG BRANCH NEAR ALACHUA, FL
USGS	02322050	SHILOH RUN NEAR ALACHUA, FL
USGS	02322400	GINNIE SPRING NR HIGH SPRINGS FLA
USGS	02322500	SANTA FE RIVER NEAR FORT WHITE, FLA.
USGS	02322616	CANNON CREEK NEAR LAKE CITY, FL
USGS	02322685	ICHETUCKNEE HEAD SPRING NR HILDRETH, FL
USGS	02322687	CEDAR HEAD SPRING NR HILDRETH, FL
USGS	02322688	BLUE HOLE SPRING NR HILDRETH, FL
USGS	02322691	MISSION SPRINGS COMPLEX NR HILDRETH, FL
USGS	02322694	DEVIL'S EYE SPRING NR HILDRETH, FL
USGS	02322695	MILL POND SPRING NR HILDRETH, FL
USGS	02322698	ICHETUCKNEE R A DAMPIER'S LANDING NR HILDRETH, FL
USGS	02322700	ICHETUCKNEE R @ HWY27 NR HILDRETH, FL
USGS	02322800	SANTA FE RIVER NR HILDRETH FLA
USGS	02323000	SUWANNEE RIVER NEAR BELL, FLORIDA
USGS	02323500	SUWANNEE RIVER NEAR WILCOX, FLA.
USGS	02323502	FANNING SPRINGS NR WILCOX FLA
USGS	02323566	MANATEE SPRING NR CHIEFLAND FLA
USGS	02323592	SUWANNEE RIVER AB GOPHER RIVER NR SUWANNEE FL
USGS	02324000	STEINHATCHEE RIVER NEAR CROSS CITY, FLA.
USGS	02324032	STEINHATCHEE RIVER NEAR STEINHATCHEE,FL.
USGS	02324170	STEINHATCHEE RIVER AT STEINHATCHEE, FL.
USGS	02324400	FENHOLLOWAY RIVER NEAR FOLEY, FLA.
USGS	02324500	FENHOLLOWAY RIVER AT FOLEY, FLA.
USGS	02325000	FENHOLLOWAY RIVER NEAR PERRY, FLA
USGS	02325495	SPRING CREEK AT HAMPTON SPRINGS,FL
USGS	02325532	FENHOLLOWAY RIVER AT COOEY BRIDGE NR HAMPTON SPGS
USGS	02325543	FENHOLLOWAY RIVER NEAR HAMPTON SPRINGS, FL
USGS	02325548	FENHOLLOWAY R. AT PETERSONS LDG. NR. HAMPTON SPGS.
USGS	02326000	ECONFINA RIVER NEAR PERRY, FLA.
USGS	02326261	LITTLE AUCILLA RIVER NR CHERRY LAKE, FLA.
USGS	02326280	MADISON SQUARE OUTLET AT MADISON, FLA.
USGS	02326372	PALMER MILL BRANCH AT MONTICELLO,FL
USGS	02326500	AUCILLA RIVER AT LAMONT, FLA.
USGS	02326512	AUCILLA RIVER NR SCANLON, FLA.
USGS	02326526	WACISSA RIVER NR WACISSA FLA
USGS	02326550	AUCILLA RIVER NR MOUTH NEAR NUTALL RISE, FL
USGS	02326598	CANEY CREEK NR MONTICELLO FLA
USGS	02326825	NORTHEAST DD AT HADLEY RD TALLAHASSEE,FL
USGS	02326828	NORTHEAST DD AT CAPITAL CIR TALLAHASSEE,FL
USGS	02326834	MCCORD PARK DRAINAGE DITCH TALLAHASSEE,FLA
USGS	02326835	MCCORD PARK POND OUTLET AT TALLAHASSEE, FL
USGS	02326836	MCCORD PK POND DD AT CNTVL RD TALLAHASSEE,FLA
USGS	0232683603	MCCORD PARK DD BL CENTERVILLE RD TALLAHASSEE,FLA
USGS	02326845	LAFAYETTE CRK AT WEEMS RD TALLAHASSEE FL
USGS	02326885	ST. MARKS RIVER SWALLET NEAR WOODVILLE,FL
USGS	02326900	ST. MARKS RIVER NEAR NEWPORT, FLA.
USGS	02326993	FISHER CREEK NEAR HILLIARDVILLE,FL
USGS	02326995	BLACK CREEK NEAR HILLIARDVILLE, FL
USGS	02327000	WAKULLA SPRING NR CRAWFORDVILLE, FL
USGS	0232701150	WEST DD AT MISSION RD TALLAHASSEE,FL
USGS	02327012	WEST DD AT ROBERTS AVE TALLAHASSEE,FL
USGS	023270128	CENTRAL DRAINAGE DITCH NO.14 @ TENN. ST IN TALLAHA
USGS	02327013	CENTRAL D.D AT AIRPORT DR TALLAHASSEE,FL
USGS	0232701370	ST. AUGUSTINE BR AT GADSDEN ST TALLAHASSEE,FLA
USGS	02327014	ST AUGUSTINE BR AT WAHNISH WAY TALLAHASSEE,FLA
USGS	02327015	CENTRAL D.D AT ORANGE AVE TALLAHASSEE,FL
USGS	02327016	EAST DD AT BRAGG DRIVE TALLAHASSEE,FL
USGS	02327017	MUNSON SLOUGH AT CAPITAL CIR (NO.7) TALLAHASSEE FL
USGS	02327022	WAKULLA RIVER NEAR CRAWFORDVILLE, FL
USGS	02327031	SPRING CREEK NEAR SPRING CREEK, FL
USGS	02327033	LOST CREEK AT ARRAN FLA
USGS	02327100	SOPCHOPPY RIVER NR SOPCHOPPY, FLA.
USGS	02328522	OCHLOCKONEE RIVER NR CONCORD, FLA.
USGS	02329000	OCHLOCKONEE RIVER NR HAVANA, FLA.
USGS	02329104	OX BOTTOM CREEK NR TALLAHASSEE, FLA.
USGS	02329161	FORDS ARM TRIBUTARY AT TALLAHASSEE,TL
USGS	02329180	MEGGINNIS ARM TRIB AT TALLAHASSEE, FLA.
USGS	02329181	MALL DD AT BOONE BLVD AT TALLAHASSEE,FL
USGS	02329184	MEGGINNIS ARM TRIB AB I-10 AT TALLAHASSEE, FLA.
USGS	02329186	MEGGINNIS ARM TRIB BL I-10 TALLAHASSEE,FL
USGS	02329500	LITTLE RIVER NR QUINCY, FLA.
USGS	02329534	QUINCY CREEK AT STATE HWY 267 AT QUINCY, FLA.
USGS	02329542	QUINCY CREEK AT QUINCY, FLA.
USGS	02329558	ST. MATTHEWS CHURCH BRANCH NEAR QUINCY, FL.
USGS	02329600	LITTLE RIVER NR MIDWAY, FLA.
USGS	02329700	ROCKY COMFORT CREEK NR QUINCY, FLA.
USGS	02330000	OCHLOCKONEE RIVER NR BLOXHAM, FLA.
USGS	02330100	TELOGIA CREEK NR BRISTOL, FLA.
USGS	02330119	HOSFORD BRANCH AT HOSFORD,FL
USGS	023301191	HOSFORD BRNCH AT HOSFORD 15-MIN DATA
USGS	02330150	OCHLOCKONEE RIVER NR SMITH CREEK, FLA.
USGS	02330300	NEW RIVER NEAR WILMA, FLA.
USGS	02330400	NEW RIVER NEAR SUMATRA, FLA
USGS	02357500	LAKE SEMINOLE NEAR CHATTAHOOCHEE, FL
USGS	02358000	APALACHICOLA RIVER AT CHATTAHOOCHEE FLA
USGS	02358500	NORTH MOSQUITO C AT CHATTAHOOCHEE FL
USGS	02358685	LITTLE SWEETWATER CREEK NR BRISTOL
USGS	02358700	APALACHICOLA RIVER NR BLOUNTSTOWN,FLORIDA
USGS	02358754	APALACHICOLA R.AB CHIPOLA CUTOFF NR WEWAHITCHKA,FL
USGS	023587547	APALACHICOLA RIVER AT MILE 36.0
USGS	02358784	MUDDY BRANCH NR MARIANNA, FL
USGS	02358789	CHIPOLA RIVER AT MARIANNA FL
USGS	02358795	JACKSON BLUE SPRING NR MARIANNA, FL
USGS	02358998	HOLLIMAN BRANCH NR ALTHA FLA
USGS	02359000	CHIPOLA RIVER NR ALTHA, FLA.
USGS	02359051	CHIPOLA RIVER AT COCKRAN LANDING, FL
USGS	02359101	CHIPOLA RIVER AT DEAD LAKE OT NR WEWAHITCHKA, FL
USGS	02359170	APALACHICOLA RIVER NR SUMATRA,FLA.
USGS	02359224	HUCKLEBERRY CREEK NEAR APALACHICOLA FL
USGS	02359315	MARTIN BAYOU AT US 98 AT SPRINGFIELD, FL
USGS	02359350	ECONFINA CREEK NR COMPASS LK, FLA.
USGS	02359450	ECONFINA CREEK NEAR FOUNTAIN, FLA.
USGS	02359500	ECONFINA CREEK NEAR BENNETT, FLA.
USGS	02359550	BEAR CREEK NR YOUNGSTOWN, FLA.
USGS	02365200	CHOCTAWHATCHEE RIVER NR PITTMAN, FLA.
USGS	02365237	FOWLER BRANCH NR LEONIA, FLA.
USGS	02365470	WRIGHTS CREEK AT SH 177-A NR BONIFAY,FL
USGS	02365482	WRIGHTS CREEK NR CARYVILLE, FLA.
USGS	02365490	HATHAWAY MILL CREEK NR CARYVILLE, FLA.
USGS	02365500	CHOCTAWHATCHEE RIVER AT CARYVILLE, FLA.
USGS	02365769	BRUCE CREEK AT SH 81 NR REDBAY, FL
USGS	02365800	SEVEN RUNS NR REDBAY, FLA.
USGS	02366000	HOLMES CREEK AT VERNON, FLA.
USGS	02366500	CHOCTAWHATCHEE RIVER NR BRUCE, FLA.
USGS	02366650	PINE LOG CREEK NR EBRO, FL
USGS	02366859	PATE BRANCH NR FREEPORT, FLA.
USGS	02366900	MAGNOLIA CREEK NR FREEPORT, FLA.
USGS	02366996	ALAQUA CREEK NEAR PLEASANT RIDGE, FL
USGS	02367000	ALAQUA CREEK NR DEFUNIAK SPRINGS, FLA.
USGS	02367006	ALAQUA CREEK NEAR PORTLAND, FLORIDA
USGS	02367240	ROCKY CREEK NR PORTLAND, FLA.
USGS	02367242	LITTLE ROCKY CREEK NR NICEVILLE, FLA.
USGS	02367250	ROCKY CREEK NR NICEVILLE, FLA.
USGS	02367305	TURKEY CREEK NR NICEVILLE, FLA.
USGS	02367307	TURKEY CREEK AT SR 123 NR NICEVILLE,FLA
USGS	02367310	JUNIPER CREEK AT STATE HWY 85 NR NICEVILLE, FLA.
USGS	02367320	EAST BAY RIVER NR WYNNEHAVEN BEACH FL
USGS	02367355	TURKEY CREEK @ GOVT. R.R. NEAR NICEVILLE FL
USGS	02367388	 TURTLE CREEK NR FT WALTON BEACH, FL
USGS	02367390	TURTLE CREEK NEAR OCEAN CITY FL
USGS	02367900	YELLOW RIVER NR OAK GROVE, FLA.
USGS	02368000	YELLOW RIVER AT MILLIGAN, FLA.
USGS	02368300	BAGGETT CREEK NR MILLIGAN, FLA.
USGS	02368326	CANEY CREEK TRIB. NO.2 NR CANEY CREEK TOWER
USGS	02368500	SHOAL RIVER NR MOSSY HEAD, FLA.
USGS	02368800	POND CREEK NR DORCAS, FLA.
USGS	02368990	TITI CREEK NR CRESTVIEW, FLA.
USGS	02369000	SHOAL RIVER NR CRESTVIEW, FLA.
USGS	02369500	YELLOW RIVER NR HOLT, FLA.
USGS	02369600	YELLOW RIVER NR MILTON, FLA.
USGS	02370000	BLACKWATER RIVER NR BAKER, FLA.
USGS	02370015	MUDDY BRANCH NR BEAVER CREEK, FLA.
USGS	02370200	BIG JUNIPER CREEK NR MUNSON, FLA.
USGS	02370300	WEST FORK BIG COLDWATER R AT COBBTOWN, FLA.
USGS	02370500	BIG COLDWATER CREEK NR MILTON, FLA.
USGS	02370700	POND CREEK NR MILTON, FLA.
USGS	02370750	HURRICANE BRANCH NR MILTON, FLA.
USGS	02375500	ESCAMBIA RIVER NEAR CENTURY, FL
USGS	02376000	PINE BARREN CREEK NEAR BARTH, FLA.
USGS	02376033	ESCAMBIA RIVER NR MOLINO, FLA.
USGS	02376079	CARPENTER CREEK AT PENSACOLA, FLA.
USGS	02376100	BAYOU MARCUS CREEK NR PENSACOLA,FLA
USGS	02376115	ELEVENMILE CREEK NEAR PENSACOLA, FL.
USGS	02376140	EIGHTMILE CREEK NEAR WEST PENSACOLA, FL
USGS	02376293	BRUSHY CREEK NEAR BRATT, FL
USGS	02376300	BRUSHY CREEK NEAR WALNUT HILL, FLA.
USGS	02376500	PERDIDO RIVER AT BARRINEAU PARK, FL
USGS	02376551	CHURCH HOUSE BRANCH NR BARRINEAU PARK, FLA.
USGS	02376700	JACKS BRANCH NR MUSCOGEE, FLA.
USGS	245323080410100	Indian Key Channel, NR Islamorada FL
USGS	245622080364200	Whale Harbor, NR Islamorada FL
USGS	245947080425200	PANHANDLE CUT, NR ISLAMORADA FL
USGS	250051081003000	SANDY KEY CHANNEL, NR FLAMINGO FL
USGS	250534080564300	CONCHIE CHANNEL, NR FLAMINGO FL
USGS	250548081015400	MIDDLE GROUNDS, NR FLAMINGO FL
USGS	250802081035500	EAST SIDE CREEK NEAR LAKE INGRAHAM, FL
USGS	250813081040000	EAST CAPE CANAL NEAR LAKE INGRAHAM, FL
USGS	250921081054200	HOMESTEAD CANAL NEAR LAKE INGRAHAM, FL
USGS	251003080435500	MCCORMICK CREEK AT MOUTH NEAR KEY LARGO, FL
USGS	251032080432200	SEVEN PALM LAKE NEAR FLAMINGO, FL
USGS	251032080473400	ALLIGATOR CREEK NEAR GARFIELD BIGHT, FL
USGS	251033080440800	OYSTER CREEK NEAR FLAMINGO, FL
USGS	251105080231800	JEWFISH CREEK AT US 1, KEY LARGO FL
USGS	251115081075800	RAULERSON BROTHERS CANAL AT CAPE SABLE, FL
USGS	251127080382100	TAYLOR RIVER AT MOUTH NEAR HOMESTEAD, FL
USGS	251152080370900	EAST CREEK NEAR HOMESTEAD, FL
USGS	251154080471900	CUTHBERT LAKE OUTLET NEAR FLAMINGO, FL
USGS	251203080480600	WEST LAKE OUTLET TO LONG LAKE NEAR FLAMINGO, FL
USGS	251209080350100	MUD CREEK AT MOUTH NR HOMESTEAD, FL
USGS	251241080385300	UPSTREAM TAYLOR RIVER NEAR HOMESTEAD, FL
USGS	251241080385301	             G  -3764
USGS	251241080385302	G  -3763
USGS	251253080320100	TROUT CREEK AT MOUTH NEAR KEY LARGO, FL
USGS	251322080352500	JOE BAY 8W, NR KEY LARGO
USGS	251338080312600	JOE BAY 1E, NEAR KEY LARGO, FL
USGS	251341080291200	STILLWATER CREEK NEAR HOMESTEAD, FL
USGS	251355080312800	JOE BAY 2E, NEAR KEY LARGO, FL
USGS	251433080265000	WEST HIGHWAY CREEK NEAR HOMESTEAD, FL
USGS	251438080333500	JOE BAY 5C, NR KEY LARGO FL
USGS	251457080395800	TAYLOR SLOUGH WETLAND AT E146 NR HOMESTEAD, FL
USGS	251457080395801	G  -3776.  USGS Observation Well in Everglades, FL
USGS	251457080395802	G  -3777
USGS	251549080251200	MANATEE BAY CREEK NEAR HOMESTEAD, FL
USGS	251740080311200	C-111 WETLAND, EAST OF FIU LTER TSPH5
USGS	251816080232200	CARD SOUND CANAL NEAR HOMESTEAD, FL
USGS	252019080544800	UPSTREAM NORTH RIVER, NEAR FLAMINGO, FL
USGS	252230081021300	SHARK RIVER BELOW GUNBOAT ISLAND NR FLAMINGO, FL
USGS	252523080352500	LEVEE 31W CANAL AB S-332 NR FLORIDA CITY, FL
USGS	252551081050900	HARNEY RIVER NEAR FLAMINGO FL
USGS	252820080505401	MO  - 215
USGS	253044080555900	EDEN 3 IN EVERGLADES NATIONAL PARK
USGS	253044080555901	MO -211
USGS	253047080555600	UPSTREAM BROAD RIVER NEAR EVERGLADES CITY FL
USGS	253335080213501	G -3967
USGS	253357080594100	UPSTREAM LOSTMANS RIVER NEAR EVERGLADES CITY FL
USGS	253413080225301	G  -3969
USGS	253413080225302	BLACK CREEK CANAL RAINGAGE BL S-148 NR GOULDS, FL
USGS	253417080224301	G  -3968
USGS	253417080224302	BLACK CR CANAL RAINGAGE WEST OF US1 NR GOULDS, FL
USGS	253522080225101	G  -3889
USGS	253644081013001	MO  - 214
USGS	253648081075800	WILDERNESS WATERWAY NR ONION KEY, FL
USGS	254150080212500	SNAPPER CREEK NO.1 ABV CANAL MOUTH NR S. MIAMI, FL
USGS	254150080215501	G  -3877
USGS	254150080215502	G  -3902
USGS	254150080215503	G  -3903
USGS	254151080214301	G  -3878
USGS	254151080214302	G  -3904
USGS	254151080214303	G  -3905
USGS	254151080214304	G  -3906
USGS	254152080282101	G  -3553
USGS	254153080213901	G  -3879
USGS	254153080213902	G  -3907
USGS	254153080213903	G  -3908
USGS	254153080213904	G  -3909
USGS	254154080213701	G  -3912
USGS	254154080213702	G  -3910
USGS	254154080213703	G  -3911
USGS	254154080213704	G  -3880
USGS	254155080213500	SNAPPER CREEK AT WATER PIPE NEAR SOUTH MIAMI, FL
USGS	254155080243501	G  -3881
USGS	254155080243502	G  -3913
USGS	254155080243503	G  -3914
USGS	254155080243504	G  -3915
USGS	254157080213800	SNAPPER CREEK NO.5 ABV WATER PIPE NR S. MIAMI, FL
USGS	254158080212201	G  -3882
USGS	254158080212202	G  -3916
USGS	254158080212204	G  -3918
USGS	254204080215600	SNAPPER CREEK AT SW 72 ST NEAR SOUTH MIAMI, FL
USGS	254344081095101	MO - 216
USGS	254543080405401	TAMIAMI CANAL AT S-12-D NEAR MIAMI, FL
USGS	254543080491101	TAMIAMI CANAL AT S-12-A, NR MIAMI, FL
USGS	254721080414301	W-5 IN WATER CONSERVATION AREA 3-A
USGS	254848080432001	SITE 65 IN CONSERVATION AREA 3A NR COOPERTOWN, FL
USGS	255123081321300	FAKA UNION BOUNDARY AT CHANNEL MARKER 6 FL
USGS	255138081321701	FAKA UNION BOUNDARY NEAR PANTHER KEY FL
USGS	255151080371501	WETLAND AT S-152 OUTFLOW NEAR COOPERTOWN, FL
USGS	255154080371300	L-67A CANAL AT S-152 NR COOPERTOWN, FL
USGS	255154080371303	WETLAND BELOW S-152 IN WCA-3 NR COOPERTOWN, FL
USGS	255200080405001	EDEN 8 IN WATER CONSERVATION AREA 3-A
USGS	255250080335001	SITE 71 IN CONSERVATION AREA 3B NR COOPERTOWN, FL.
USGS	255300080370001	SITE 69 IN CONSERVATION AREA 3BNR COOPERTOWN, FL
USGS	255327081275900	EAST RIVER NEAR EVERGLADES CITY, FL
USGS	255354081192900	DEEP CANAL AT BIG CYPRESS N.P.HEADQU.NR OCHOPEE,FL
USGS	255358080114102	G  -3601I
USGS	255358080114103	G  -3601S
USGS	255426081285600	Upstream Fakahatchee River nr. Evergaldes City, FL
USGS	255432081303900	FAKA-UNION RIVER NEAR THE MOUTH
USGS	255443081314700	LITTLE WOOD RIVER NEAR GOODLAND, FL
USGS	255449081221800	Tamiami Trail at Bridge 75
USGS	255532081314300	Upstream Little Wood River Near Goodland, FL
USGS	255534081324000	PUMPKIN RIVER NEAR GOODLAND, FL
USGS	255601081265300	Tamiami Trail at Bridge 66
USGS	255614081294000	Upstream Faka Union River Near Everglades City, FL
USGS	255654081350200	BLACKWATER RIVER NEAR GOODLAND, FL
USGS	255656081285000	Tamiami Trail at Bridges 60
USGS	255726081303700	FAKA UNION CANAL BOAT BASIN AT PORT OF ISLES,FL
USGS	255732081363700	PALM RIVER NEAR GOODLAND, FL
USGS	255736081303400	Faka Union Canal blw Weir at US41 nr Everglades,FL
USGS	255738081300100	Tamiami Trail at Bridge 55
USGS	255754081314000	TAMIAMI TRAIL AT BRIDGE 51
USGS	255828080401301	SITE 64 IN CONSERVATION AREA 3A NR COOPERTOWN FL.
USGS	255843081333000	TAMIAMI TRAIL AT BRIDGE 45
USGS	255923081351300	TAMIAMI TRAIL AT BRIDGE 39
USGS	260325080113901	G  -2900
USGS	260810080222001	SITE 99 NR L-35A IN CONS AREA 2B NR SUNRISE, FL
USGS	260823080524100	L-28 INTERCEPTOR SOUTH AT COLLIER COUNTY BORDER
USGS	260856081204100	BARRON RIVER CANAL BELOW I-75 NEAR NAPLES, FL
USGS	260918081165700	I-75 CULVERT AT MILE 76.2 NEAR NAPLES, FL
USGS	260918081185700	I-75 CULVERT AT MILE 78.3 NEAR NAPLES, FL
USGS	260919081163200	I-75 CULVERT AT MILE 75.8 NEAR NAPLES, FL
USGS	260919081173000	I-75 CULVERT AT MILE 76.8 NEAR NAPLES, FL
USGS	260920081153600	I-75 CULVERT AT MILE 74.8 NEAR NAPLES, FL
USGS	260930081151200	I-75 CULVERT AT MILE 74.3 NEAR NAPLES, FL
USGS	260946081145500	I-75 CULVERT AT MILE 73.9 NEAR NAPLES, FL
USGS	260954081144200	I-75 BRIDGE STR-V AT MILE 73.6 NEAR NAPLES, FL
USGS	260955081145000	TURNER RIVER CANAL AT ALLIGATOR ALLEY
USGS	260958081135700	I-75 CULVERT AT MILE 72.9 NEAR NAPLES, FL
USGS	260958081141600	I-75 CULVERT AT MILE 73.2 NEAR NAPLES, FL
USGS	260959081130300	I-75 BRIDGE STR-W AT MILE 71.9 NEAR NAPLES, FL
USGS	260959081132000	I-75 CULVERT AT MILE 72.2 NEAR NAPLES, FL
USGS	261001081122200	I-75 CULVERT AT MILE 71.2 NEAR NAPLES, FL
USGS	261002081095800	I-75 BRIDGE STR-X AT MILE 68.7 NEAR NAPLES, FL
USGS	261002081110300	I-75 CULVERT AT MILE 69.9 NEAR NAPLES, FL
USGS	261003081091600	I-75 CULVERT AT MILE 68.0 NEAR NAPLES, FL
USGS	261004081073800	I-75 CULVERT AT MILE 66.3 NEAR NAPLES, FL
USGS	261004081082000	I-75 CULVERT AT MILE 67 NEAR NAPLES, FL
USGS	261005081061600	I-75 CULVERT AT MILE 64.9 NEAR NAPLES, FL
USGS	261005081070100	I-75 CULVERT AT MILE 65.7 NEAR NAPLES, FL
USGS	261006081045300	I-75 CULVERT AT MILE 63.5 NEAR NAPLES, FL
USGS	261006081051700	I-75 BRIDGE STR-Y AT MILE 63.9 NEAR NAPLES, FL
USGS	261006081053300	I-75 CULVERT AT MILE 64.4 NEAR NAPLES, FL
USGS	261007081040900	I-75 CULVERT AT MILE 62.7 NEAR NAPLES, FL
USGS	261008081023700	I-75 BRIDGE STR-Z AT MILE 61.1 NEAR NAPLES, FL
USGS	261008081031300	I-75 CULVERT AT MILE 61.7 NEAR NAPLES, FL
USGS	261010081013800	I-75 CULVERT AT MILE 60.1 NEAR NAPLES, FL
USGS	261011081002900	I-75 BRIDGE STR-AA AT MILE 59 NEAR NAPLES, FL
USGS	261011081005400	I-75 CULVERT AT MILE 59.3 NEAR NAPLES, FL
USGS	261012081000500	I-75 CULVERT AT MILE 58.5 NEAR NAPLES, FL
USGS	261013080592100	I-75 CULVERT AT MILE 57.7 NEAR NAPLES, FL
USGS	261015080575000	I-75 CULVERT AT MILE 56.2 NEAR NAPLES, FL
USGS	261015080580900	I-75 CULVERT AT MILE 56.5 NEAR NAPLES, FL
USGS	261017080560400	I-75 CULVERT AT MILE 54.3 NEAR NAPLES, FL
